Indice_Secuencia,Nodo,Fecha_Inicio,Fecha_Fin,Fecha_Objetivo,Particion,Registro,Real,Prediccion,Error,Error_Absoluto,Error_Porcentual_Abs
176,Tocancipa_Media,2018-09-01,2019-08-01,2019-09-01,Train,176,399258660.0,391087242.94432276,8171413.055677235,8171413.055677235,2.04664643655897
177,Tocancipa_Media,2018-10-01,2019-09-01,2019-10-01,Train,177,392567870.0,392135687.9269482,432184.07305181026,432184.07305181026,0.11009155457627726
178,Tocancipa_Media,2018-11-01,2019-10-01,2019-11-01,Train,178,385040670.0,392217276.4537557,-7176604.453755677,7176604.453755677,1.863856204197482
179,Tocancipa_Media,2018-12-01,2019-11-01,2019-12-01,Train,179,381478340.0,393248832.6422016,-11770496.642201602,11770496.642201602,3.08549543484472
180,Tocancipa_Media,2019-01-01,2019-12-01,2020-01-01,Train,180,365105630.0,400018071.88046014,-34912439.88046014,34912439.88046014,9.562284670662144
181,Tocancipa_Media,2019-02-01,2020-01-01,2020-02-01,Train,181,341265630.0,397033705.2616083,-55768073.2616083,55768073.2616083,16.341543956470925
182,Tocancipa_Media,2019-03-01,2020-02-01,2020-03-01,Train,182,318710100.0,397581938.1790091,-78871826.17900908,78871826.17900908,24.747199166058802
183,Tocancipa_Media,2019-04-01,2020-03-01,2020-04-01,Train,183,300844160.0,395382769.2934235,-94538609.29342347,94538609.29342347,31.424445564581834
184,Tocancipa_Media,2019-05-01,2020-04-01,2020-05-01,Train,184,290141860.0,392961479.2707902,-102819623.27079022,102819623.27079022,35.437707846878254
185,Tocancipa_Media,2019-06-01,2020-05-01,2020-06-01,Train,185,294335740.0,392028739.9696555,-97692995.96965551,97692995.96965551,33.19100651589754
186,Tocancipa_Media,2019-07-01,2020-06-01,2020-07-01,Train,186,323125500.0,391055101.4482532,-67929597.44825321,67929597.44825321,21.022666613234346
187,Tocancipa_Media,2019-08-01,2020-07-01,2020-08-01,Train,187,336433600.0,392034645.3367301,-55601045.33673012,55601045.33673012,16.526602972096164
188,Tocancipa_Media,2019-09-01,2020-08-01,2020-09-01,Train,188,328335330.0,398494491.8056529,-70159163.80565292,70159163.80565292,21.368143426117374
189,Tocancipa_Media,2019-10-01,2020-09-01,2020-10-01,Train,189,314703550.0,402751749.03001535,-88048197.03001535,88048197.03001535,27.978138940743623
190,Tocancipa_Media,2019-11-01,2020-10-01,2020-11-01,Train,190,321075170.0,412129913.3807649,-91054745.3807649,91054745.3807649,28.359323440660756
191,Tocancipa_Media,2019-12-01,2020-11-01,2020-12-01,Train,191,333583680.0,425497851.2307524,-91914171.23075241,91914171.23075241,27.55355754536685
192,Tocancipa_Media,2020-01-01,2020-12-01,2021-01-01,Train,192,318859500.0,429060187.1302351,-110200699.13023508,110200699.13023508,34.560896971093136
193,Tocancipa_Media,2020-02-01,2021-01-01,2021-02-01,Train,193,300381760.0,429421254.17669886,-129039494.17669886,129039494.17669886,42.95849860414256
194,Tocancipa_Media,2020-03-01,2021-02-01,2021-03-01,Train,194,294729820.0,428528787.8274861,-133798963.8274861,133798963.8274861,45.39715798408175
195,Tocancipa_Media,2020-04-01,2021-03-01,2021-04-01,Train,195,296661380.0,426062300.36948824,-129400924.36948824,129400924.36948824,43.61906700300892
196,Tocancipa_Media,2020-05-01,2021-04-01,2021-05-01,Train,196,321908600.0,427313574.10562557,-105404966.10562557,105404966.10562557,32.74375505535583
197,Tocancipa_Media,2020-06-01,2021-05-01,2021-06-01,Train,197,359512220.0,424308081.44508725,-64795857.445087254,64795857.445087254,18.023269619084566
198,Tocancipa_Media,2020-07-01,2021-06-01,2021-07-01,Train,198,393645380.0,423105746.9336848,-29460370.933684826,29460370.933684826,7.483987550684407
199,Tocancipa_Media,2020-08-01,2021-07-01,2021-08-01,Train,199,434575580.0,426953723.7098666,7621860.290133417,7621860.290133417,1.7538629805151265
200,Tocancipa_Media,2020-09-01,2021-08-01,2021-09-01,Train,200,456232800.0,428306252.26517457,27926547.734825432,27926547.734825432,6.121117932517222
201,Tocancipa_Media,2020-10-01,2021-09-01,2021-10-01,Train,201,461579260.0,427026196.03848153,34553067.96151847,34553067.96151847,7.485836270478231
202,Tocancipa_Media,2020-11-01,2021-10-01,2021-11-01,Train,202,481237600.0,429815013.7427675,51422586.25723249,51422586.25723249,10.685488053558675
203,Tocancipa_Media,2020-12-01,2021-11-01,2021-12-01,Train,203,474543580.0,430670645.24909097,43872938.75090903,43872938.75090903,9.245291735080972
204,Tocancipa_Media,2021-01-01,2021-12-01,2022-01-01,Train,204,453196060.0,433716058.175619,19480005.824380994,19480005.824380994,4.298361652227632
205,Tocancipa_Media,2021-02-01,2022-01-01,2022-02-01,Train,205,432436300.0,431495751.28635144,940536.7136485577,940536.7136485577,0.2174971758264093
206,Tocancipa_Media,2021-03-01,2022-02-01,2022-03-01,Train,206,419985400.0,427722927.48339176,-7737519.483391762,7737519.483391762,1.8423305514918655
207,Tocancipa_Media,2021-04-01,2022-03-01,2022-04-01,Train,207,408355520.0,426879978.3934066,-18524458.39340663,18524458.39340663,4.536355574036719
208,Tocancipa_Media,2021-05-01,2022-04-01,2022-05-01,Train,208,454864350.0,424422314.2576467,30442037.74235332,30442037.74235332,6.692552979476686
209,Tocancipa_Media,2021-06-01,2022-05-01,2022-06-01,Train,209,498158200.0,425090771.40387505,73067436.59612495,73067436.59612495,14.667516347763348
210,Tocancipa_Media,2021-07-01,2022-06-01,2022-07-01,Train,210,532957100.0,430966061.777219,101991026.222781,101991026.222781,19.13681767616927
211,Tocancipa_Media,2021-08-01,2022-07-01,2022-08-01,Train,211,550557800.0,433978649.4445791,116579174.55542088,116579174.55542088,21.174737597666194
212,Tocancipa_Media,2021-09-01,2022-08-01,2022-09-01,Train,212,549053800.0,437649583.67086434,111404240.32913566,111404240.32913566,20.29022209835946
213,Tocancipa_Media,2021-10-01,2022-09-01,2022-10-01,Train,213,545696450.0,440367511.11690944,105328936.88309056,105328936.88309056,19.301745002945403
214,Tocancipa_Media,2021-11-01,2022-10-01,2022-11-01,Train,214,556572100.0,442297059.71062386,114275036.28937614,114275036.28937614,20.53193775085989
215,Tocancipa_Media,2021-12-01,2022-11-01,2022-12-01,Train,215,564248770.0,444606822.26103747,119641945.73896253,119641945.73896253,21.203758434960825
216,Tocancipa_Media,2022-01-01,2022-12-01,2023-01-01,Train,216,555273340.0,441684131.6910449,113589212.30895507,113589212.30895507,20.456449699295323
217,Tocancipa_Media,2022-02-01,2023-01-01,2023-02-01,Train,217,540964800.0,471057152.7802775,69907647.21972251,69907647.21972251,12.922771910431605
218,Tocancipa_Media,2022-03-01,2023-02-01,2023-03-01,Train,218,544803000.0,494399630.29990077,50403377.70009923,50403377.70009923,9.251670229416066
219,Tocancipa_Media,2022-04-01,2023-03-01,2023-04-01,Train,219,558005500.0,505089690.6224294,52915813.37757063,52915813.37757063,9.483027138307694
220,Tocancipa_Media,2022-05-01,2023-04-01,2023-05-01,Train,220,563669570.0,513031517.2044773,50638050.79552269,50638050.79552269,8.983641067442315
221,Tocancipa_Media,2022-06-01,2023-05-01,2023-06-01,Train,221,577965060.0,519024239.259503,58940816.74049699,58940816.74049699,10.197989675780157
222,Tocancipa_Media,2022-07-01,2023-06-01,2023-07-01,Train,222,597035300.0,523314727.6791391,73720600.32086092,73720600.32086092,12.347778575820042
223,Tocancipa_Media,2022-08-01,2023-07-01,2023-08-01,Train,223,619585600.0,524449762.07443756,95135837.92556244,95135837.92556244,15.354752906710944
224,Tocancipa_Media,2022-09-01,2023-08-01,2023-09-01,Train,224,614449340.0,531914343.6226437,82535000.37735629,82535000.37735629,13.432352265210701
225,Tocancipa_Media,2022-10-01,2023-09-01,2023-10-01,Train,225,599453800.0,531487539.6227797,67966284.37722027,67966284.37722027,11.33803500054414
226,Tocancipa_Media,2022-11-01,2023-10-01,2023-11-01,Validacion,226,594481660.0,530679149.50957006,63802514.49042994,63802514.49042994,10.732461294286434
227,Tocancipa_Media,2022-12-01,2023-11-01,2023-12-01,Validacion,227,580021800.0,525448222.8941395,54573601.10586047,54573601.10586047,9.408887536249063
228,Tocancipa_Media,2023-01-01,2023-12-01,2024-01-01,Validacion,228,554029630.0,516998331.00387806,37031300.99612194,37031300.99612194,6.683992851148067
229,Tocancipa_Media,2023-02-01,2024-01-01,2024-02-01,Validacion,229,525531650.0,468379329.66060466,57152318.339395344,57152318.339395344,10.875143020767293
230,Tocancipa_Media,2023-03-01,2024-02-01,2024-03-01,Validacion,230,500117660.0,438262241.5808672,61855422.41913283,61855422.41913283,12.368173906197567
231,Tocancipa_Media,2023-04-01,2024-03-01,2024-04-01,Validacion,231,474841700.0,411345066.0182059,63496629.98179412,63496629.98179412,13.372168138704087
232,Tocancipa_Media,2023-05-01,2024-04-01,2024-05-01,Validacion,232,467863200.0,401114016.0179091,66749183.98209089,66749183.98209089,14.266816450212561
233,Tocancipa_Media,2023-06-01,2024-05-01,2024-06-01,Validacion,233,486531520.0,387892167.7038833,98639352.29611671,98639352.29611671,20.27399012012967
234,Tocancipa_Media,2023-07-01,2024-06-01,2024-07-01,Validacion,234,499495100.0,387765169.89862937,111729934.10137063,111729934.10137063,22.368574427782708
235,Tocancipa_Media,2023-08-01,2024-07-01,2024-08-01,Validacion,235,504866460.0,390680035.00833225,114186428.99166775,114186428.99166775,22.617154660458443
236,Tocancipa_Media,2023-09-01,2024-08-01,2024-09-01,Validacion,236,486848770.0,396353104.76058125,90495663.23941875,90495663.23941875,18.588044006186898
237,Tocancipa_Media,2023-10-01,2024-09-01,2024-10-01,Validacion,237,470190180.0,400980216.081788,69209959.918212,69209959.918212,14.719567411423753
238,Tocancipa_Media,2023-11-01,2024-10-01,2024-11-01,Validacion,238,481637380.0,405856535.1283312,75780840.87166882,75780840.87166882,15.73400334937229
239,Tocancipa_Media,2023-12-01,2024-11-01,2024-12-01,Prueba,239,492346400.0,408802402.6434343,83543997.35656571,83543997.35656571,16.968540311570415
240,Tocancipa_Media,2024-01-01,2024-12-01,2025-01-01,Prueba,240,478472860.0,414834216.4997928,63638647.500207186,63638647.500207186,13.300367123893402
241,Tocancipa_Media,2024-02-01,2025-01-01,2025-02-01,Prueba,241,453861340.0,416742037.09333694,37119306.90666306,37119306.90666306,8.178556600463216
242,Tocancipa_Media,2024-03-01,2025-02-01,2025-03-01,Prueba,242,431913250.0,416911385.76489437,15001862.235105634,15001862.235105634,3.473350795460118
243,Tocancipa_Media,2024-04-01,2025-03-01,2025-04-01,Prueba,243,410084320.0,412633175.3689742,-2548855.368974209,2548855.368974209,0.6215442153394719
244,Tocancipa_Media,2024-05-01,2025-04-01,2025-05-01,Prueba,244,404057540.0,404059445.1837573,-1909.1837573051453,1909.1837573051453,0.00047250294505214854
245,Tocancipa_Media,2024-06-01,2025-05-01,2025-06-01,Prueba,245,420179940.0,401161828.4998409,19018107.500159085,19018107.500159085,4.526181730904706
246,Tocancipa_Media,2024-07-01,2025-06-01,2025-07-01,Prueba,246,431375580.0,401400924.8661324,29974659.13386762,29974659.13386762,6.948622093054674
247,Tocancipa_Media,2024-08-01,2025-07-01,2025-08-01,Prueba,247,436014400.0,403674202.55849314,32340197.441506863,32340197.441506863,7.417231504626192
248,Tocancipa_Media,2024-09-01,2025-08-01,2025-09-01,Prueba,248,420453920.0,405470395.7392745,14983524.260725498,14983524.260725498,3.5636543145383204
249,Tocancipa_Media,2024-10-01,2025-09-01,2025-10-01,Prueba,249,406067140.0,407824828.23963773,-1757692.2396377325,1757692.2396377325,0.4328575459102734
250,Tocancipa_Media,2024-11-01,2025-10-01,2025-11-01,Prueba,250,415953200.0,411621053.17865604,4332162.821343958,4332162.821343958,1.04150242255705
251,Tocancipa_Media,2024-12-01,2025-11-01,2025-12-01,Prueba,251,425201800.0,416428920.6705595,8772871.329440475,8772871.329440475,2.063225389567614
252,Villapinzon_Alta,2018-01-01,2018-12-01,2019-01-01,Train,252,375310880.0,405498809.72319424,-30187929.72319424,30187929.72319424,8.043446468483472
253,Villapinzon_Alta,2018-02-01,2019-01-01,2019-02-01,Train,253,349228900.0,392348392.2724322,-43119496.27243221,43119496.27243221,12.34705855280435
254,Villapinzon_Alta,2018-03-01,2019-02-01,2019-03-01,Train,254,322214620.0,393820696.2888007,-71606072.28880072,71606072.28880072,22.22309819457503
255,Villapinzon_Alta,2018-04-01,2019-03-01,2019-04-01,Train,255,308249470.0,381034878.9177575,-72785406.91775751,72785406.91775751,23.612500110870428
256,Villapinzon_Alta,2018-05-01,2019-04-01,2019-05-01,Train,256,307606180.0,380243170.7719662,-72636994.77196622,72636994.77196622,23.613633418064474
257,Villapinzon_Alta,2018-06-01,2019-05-01,2019-06-01,Train,257,321782800.0,377962825.46961206,-56180041.46961206,56180041.46961206,17.45899540405868
258,Villapinzon_Alta,2018-07-01,2019-06-01,2019-07-01,Train,258,366243800.0,381496812.5973441,-15253004.5973441,15253004.5973441,4.164713304134305
259,Villapinzon_Alta,2018-08-01,2019-07-01,2019-08-01,Train,259,390054880.0,386825450.9660489,3229429.0339511037,3229429.0339511037,0.8279422203232283
260,Villapinzon_Alta,2018-09-01,2019-08-01,2019-09-01,Train,260,399258660.0,391805110.8494317,7453545.150568306,7453545.150568306,1.866846225763057
261,Villapinzon_Alta,2018-10-01,2019-09-01,2019-10-01,Train,261,392567870.0,393203932.7132415,-636060.7132415175,636060.7132415175,0.16202566705242694
262,Villapinzon_Alta,2018-11-01,2019-10-01,2019-11-01,Train,262,385040670.0,392221678.46810406,-7181006.468104064,7181006.468104064,1.8649994637719893
263,Villapinzon_Alta,2018-12-01,2019-11-01,2019-12-01,Train,263,381478340.0,397832297.34288126,-16353961.342881262,16353961.342881262,4.286996088522642
264,Villapinzon_Alta,2019-01-01,2019-12-01,2020-01-01,Train,264,365105630.0,401804899.2046265,-36699267.2046265,36699267.2046265,10.051684769581014
265,Villapinzon_Alta,2019-02-01,2020-01-01,2020-02-01,Train,265,341265630.0,390659614.724381,-49393982.72438103,49393982.72438103,14.473764156943007
266,Villapinzon_Alta,2019-03-01,2020-02-01,2020-03-01,Train,266,318710100.0,391201951.5356069,-72491839.53560692,72491839.53560692,22.745384224146274
267,Villapinzon_Alta,2019-04-01,2020-03-01,2020-04-01,Train,267,300844160.0,387840547.44867045,-86996387.44867045,86996387.44867045,28.917426035017748
268,Villapinzon_Alta,2019-05-01,2020-04-01,2020-05-01,Train,268,290141860.0,387914316.6891214,-97772460.68912143,97772460.68912143,33.69815787251372
269,Villapinzon_Alta,2019-06-01,2020-05-01,2020-06-01,Train,269,294335740.0,390090634.3045711,-95754890.30457109,95754890.30457109,32.53253886302409
270,Villapinzon_Alta,2019-07-01,2020-06-01,2020-07-01,Train,270,323125500.0,395442116.22599536,-72316612.22599536,72316612.22599536,22.38034798577687
271,Villapinzon_Alta,2019-08-01,2020-07-01,2020-08-01,Train,271,336433600.0,399381781.69777566,-62948181.69777566,62948181.69777566,18.710432518564037
272,Villapinzon_Alta,2019-09-01,2020-08-01,2020-09-01,Train,272,328335330.0,402095754.73962706,-73760426.73962706,73760426.73962706,22.46496811321719
273,Villapinzon_Alta,2019-10-01,2020-09-01,2020-10-01,Train,273,314703550.0,406774182.2498382,-92070630.24983817,92070630.24983817,29.256304755606376
274,Villapinzon_Alta,2019-11-01,2020-10-01,2020-11-01,Train,274,321075170.0,413127116.261584,-92051948.26158398,92051948.26158398,28.669905815196515
275,Villapinzon_Alta,2019-12-01,2020-11-01,2020-12-01,Train,275,333583680.0,427410529.5520868,-93826849.55208677,93826849.55208677,28.126930415806545
276,Villapinzon_Alta,2020-01-01,2020-12-01,2021-01-01,Train,276,318859500.0,429094906.2434021,-110235418.24340212,110235418.24340212,34.57178550177002
277,Villapinzon_Alta,2020-02-01,2021-01-01,2021-02-01,Train,277,300381760.0,436491860.0711756,-136110100.07117558,136110100.07117558,45.3123718534626
278,Villapinzon_Alta,2020-03-01,2021-02-01,2021-03-01,Train,278,294729820.0,448869277.9371269,-154139453.93712687,154139453.93712687,52.29856003209464
279,Villapinzon_Alta,2020-04-01,2021-03-01,2021-04-01,Train,279,296661380.0,453031021.32842267,-156369645.32842267,156369645.32842267,52.70980922316718
280,Villapinzon_Alta,2020-05-01,2021-04-01,2021-05-01,Train,280,321908600.0,453799370.39807504,-131890762.39807504,131890762.39807504,40.97149287728119
281,Villapinzon_Alta,2020-06-01,2021-05-01,2021-06-01,Train,281,359512220.0,452299311.46515244,-92787087.46515244,92787087.46515244,25.80916065461864
282,Villapinzon_Alta,2020-07-01,2021-06-01,2021-07-01,Train,282,393645380.0,443564981.84341794,-49919605.84341794,49919605.84341794,12.681364722398756
283,Villapinzon_Alta,2020-08-01,2021-07-01,2021-08-01,Train,283,434575580.0,437067428.0776751,-2491844.077675104,2491844.077675104,0.5733971648244058
284,Villapinzon_Alta,2020-09-01,2021-08-01,2021-09-01,Train,284,456232800.0,437919563.5943425,18313236.40565747,18313236.40565747,4.014011356846213
285,Villapinzon_Alta,2020-10-01,2021-09-01,2021-10-01,Train,285,461579260.0,433953200.492063,27626063.507937014,27626063.507937014,5.985117977036554
286,Villapinzon_Alta,2020-11-01,2021-10-01,2021-11-01,Train,286,481237600.0,440964785.1289424,40272814.87105763,40272814.87105763,8.36859274318084
287,Villapinzon_Alta,2020-12-01,2021-11-01,2021-12-01,Train,287,474543580.0,443265015.12654555,31278568.87345445,31278568.87345445,6.591295284155491
288,Villapinzon_Alta,2021-01-01,2021-12-01,2022-01-01,Train,288,453196060.0,448481119.6719244,4714944.328075588,4714944.328075588,1.0403762747762053
289,Villapinzon_Alta,2021-02-01,2022-01-01,2022-02-01,Train,289,432436300.0,440764606.15037173,-8328318.15037173,8328318.15037173,1.9259064008919924
290,Villapinzon_Alta,2021-03-01,2022-02-01,2022-03-01,Train,290,419985400.0,439105494.35119,-19120086.35118997,19120086.35118997,4.552559681118724
291,Villapinzon_Alta,2021-04-01,2022-03-01,2022-04-01,Train,291,408355520.0,443843859.9480737,-35488339.948073685,35488339.948073685,8.690549829735051
292,Villapinzon_Alta,2021-05-01,2022-04-01,2022-05-01,Train,292,454864350.0,448216906.2020246,6647445.797975421,6647445.797975421,1.4614127857562733
293,Villapinzon_Alta,2021-06-01,2022-05-01,2022-06-01,Train,293,498158200.0,450513025.9036215,47645182.096378505,47645182.096378505,9.564267200908693
294,Villapinzon_Alta,2021-07-01,2022-06-01,2022-07-01,Train,294,532957100.0,456311661.1086295,76645426.89137048,76645426.89137048,14.381162877295381
295,Villapinzon_Alta,2021-08-01,2022-07-01,2022-08-01,Train,295,550557800.0,451234567.29896504,99323256.70103496,99323256.70103496,18.040476834824705
296,Villapinzon_Alta,2021-09-01,2022-08-01,2022-09-01,Train,296,549053800.0,451558170.9189689,97495653.08103108,97495653.08103108,17.757030152481203
297,Villapinzon_Alta,2021-10-01,2022-09-01,2022-10-01,Train,297,545696450.0,457409019.0767738,88287428.92322618,88287428.92322618,16.178853508540005
298,Villapinzon_Alta,2021-11-01,2022-10-01,2022-11-01,Train,298,556572100.0,461449287.246034,95122808.75396597,95122808.75396597,17.090833233933086
299,Villapinzon_Alta,2021-12-01,2022-11-01,2022-12-01,Train,299,564248770.0,469837859.6320766,94410908.36792338,94410908.36792338,16.732142580047846
300,Villapinzon_Alta,2022-01-01,2022-12-01,2023-01-01,Train,300,555273340.0,464534148.51853526,90739195.48146474,90739195.48146474,16.34135628190082
301,Villapinzon_Alta,2022-02-01,2023-01-01,2023-02-01,Train,301,540964800.0,497261828.67271894,43702971.32728106,43702971.32728106,8.07870887852242
302,Villapinzon_Alta,2022-03-01,2023-02-01,2023-03-01,Train,302,544803000.0,509868660.634272,34934347.36572802,34934347.36572802,6.412289736426716
303,Villapinzon_Alta,2022-04-01,2023-03-01,2023-04-01,Train,303,558005500.0,521789309.3157313,36216194.68426871,36216194.68426871,6.49029345134716
304,Villapinzon_Alta,2022-05-01,2023-04-01,2023-05-01,Train,304,563669570.0,527821272.8899691,35848295.11003089,35848295.11003089,6.359806728120346
305,Villapinzon_Alta,2022-06-01,2023-05-01,2023-06-01,Train,305,577965060.0,533774524.9902555,44190531.009744525,44190531.009744525,7.645882835128449
306,Villapinzon_Alta,2022-07-01,2023-06-01,2023-07-01,Train,306,597035300.0,531128871.1493515,65906456.85064852,65906456.85064852,11.038954272844725
307,Villapinzon_Alta,2022-08-01,2023-07-01,2023-08-01,Train,307,619585600.0,527893211.55923593,91692388.44076407,91692388.44076407,14.798986361329906
308,Villapinzon_Alta,2022-09-01,2023-08-01,2023-09-01,Train,308,614449340.0,535677108.9308611,78772235.06913888,78772235.06913888,12.819972197600539
309,Villapinzon_Alta,2022-10-01,2023-09-01,2023-10-01,Train,309,599453800.0,539038284.5822704,60415539.417729616,60415539.417729616,10.078430898078585
310,Villapinzon_Alta,2022-11-01,2023-10-01,2023-11-01,Validacion,310,594481660.0,545212674.6207476,49268989.379252434,49268989.379252434,8.287722290329956
311,Villapinzon_Alta,2022-12-01,2023-11-01,2023-12-01,Validacion,311,580021800.0,543796028.6118834,36225795.3881166,36225795.3881166,6.245591784511301
312,Villapinzon_Alta,2023-01-01,2023-12-01,2024-01-01,Validacion,312,554029630.0,544644129.4632258,9385502.536774158,9385502.536774158,1.6940434219904972
313,Villapinzon_Alta,2023-02-01,2024-01-01,2024-02-01,Validacion,313,525531650.0,507733961.5023039,17797686.4976961,17797686.4976961,3.386606033229059
314,Villapinzon_Alta,2023-03-01,2024-02-01,2024-03-01,Validacion,314,500117660.0,487794065.1168772,12323598.883122802,12323598.883122802,2.4641398955112295
315,Villapinzon_Alta,2023-04-01,2024-03-01,2024-04-01,Validacion,315,474841700.0,464129524.3735753,10712171.62642467,10712171.62642467,2.2559458692575873
316,Villapinzon_Alta,2023-05-01,2024-04-01,2024-05-01,Validacion,316,467863200.0,443309272.9664562,24553927.033543825,24553927.033543825,5.2480996653602645
317,Villapinzon_Alta,2023-06-01,2024-05-01,2024-06-01,Validacion,317,486531520.0,423095605.4767157,63435914.523284316,63435914.523284316,13.038397702020276
318,Villapinzon_Alta,2023-07-01,2024-06-01,2024-07-01,Validacion,318,499495100.0,412324480.2540863,87170623.74591368,87170623.74591368,17.451747384077198
319,Villapinzon_Alta,2023-08-01,2024-07-01,2024-08-01,Validacion,319,504866460.0,406885743.6786902,97980720.3213098,97980720.3213098,19.407254652055837
320,Villapinzon_Alta,2023-09-01,2024-08-01,2024-09-01,Validacion,320,486848770.0,406745794.50513434,80102973.49486566,80102973.49486566,16.453358570451524
321,Villapinzon_Alta,2023-10-01,2024-09-01,2024-10-01,Validacion,321,470190180.0,406326902.40062445,63863273.599375546,63863273.599375546,13.582434695397707
322,Villapinzon_Alta,2023-11-01,2024-10-01,2024-11-01,Validacion,322,481637380.0,402777227.30871403,78860148.69128597,78860148.69128597,16.373344889929385
323,Villapinzon_Alta,2023-12-01,2024-11-01,2024-12-01,Prueba,323,492346400.0,399603205.1803754,92743194.8196246,92743194.8196246,18.83698039015307
324,Villapinzon_Alta,2024-01-01,2024-12-01,2025-01-01,Prueba,324,478472860.0,402318891.4886808,76153972.51131922,76153972.51131922,15.916048378308705
325,Villapinzon_Alta,2024-02-01,2025-01-01,2025-02-01,Prueba,325,453861340.0,406862920.19125354,46998423.80874646,46998423.80874646,10.35523831894052
326,Villapinzon_Alta,2024-03-01,2025-02-01,2025-03-01,Prueba,326,431913250.0,409646311.3941561,22266936.6058439,22266936.6058439,5.155418758038166
327,Villapinzon_Alta,2024-04-01,2025-03-01,2025-04-01,Prueba,327,410084320.0,407878129.3481554,2206190.6518446207,2206190.6518446207,0.5379846398039849
328,Villapinzon_Alta,2024-05-01,2025-04-01,2025-05-01,Prueba,328,404057540.0,412474616.4173684,-8417080.417368412,8417080.417368412,2.083139074868885
329,Villapinzon_Alta,2024-06-01,2025-05-01,2025-06-01,Prueba,329,420179940.0,415210034.6160769,4969901.383923113,4969901.383923113,1.1828031179297227
330,Villapinzon_Alta,2024-07-01,2025-06-01,2025-07-01,Prueba,330,431375580.0,416571916.6801335,14803667.319866478,14803667.319866478,3.4317350978924384
331,Villapinzon_Alta,2024-08-01,2025-07-01,2025-08-01,Prueba,331,436014400.0,418776831.56814384,17237568.431856155,17237568.431856155,3.9534401689155576
332,Villapinzon_Alta,2024-09-01,2025-08-01,2025-09-01,Prueba,332,420453920.0,421391906.3039404,-937986.3039404154,937986.3039404154,0.22308896631060435
333,Villapinzon_Alta,2024-10-01,2025-09-01,2025-10-01,Prueba,333,406067140.0,423085737.60216004,-17018601.602160037,17018601.602160037,4.191080758172963
334,Villapinzon_Alta,2024-11-01,2025-10-01,2025-11-01,Prueba,334,415953200.0,427851729.6206139,-11898513.620613873,11898513.620613873,2.8605413212176902
335,Villapinzon_Alta,2024-12-01,2025-11-01,2025-12-01,Prueba,335,425201800.0,432145054.5766695,-6943262.576669514,6943262.576669514,1.6329335170510086
